sample,two_theta,intensity
InMnPdOx_post,59.07,2.218
InMnPdOx_post,59.08,2.092
InMnPdOx_post,59.09,2.001
InMnPdOx_post,59.1,2.019
InMnPdOx_post,59.11,2.099
InMnPdOx_post,59.12,2.114
InMnPdOx_post,59.13,2.141
InMnPdOx_post,59.14,2.12
InMnPdOx_post,59.15,2.104
InMnPdOx_post,59.16,2.026
InMnPdOx_post,59.17,2.088
InMnPdOx_post,59.18,2.106
InMnPdOx_post,59.19,2.116
InMnPdOx_post,59.2,2.146
InMnPdOx_post,59.21,2.177
InMnPdOx_post,59.22,2.087
InMnPdOx_post,59.23,2.121
InMnPdOx_post,59.24,2.217
InMnPdOx_post,59.25,2.211
InMnPdOx_post,59.26,2.159
InMnPdOx_post,59.27,2.072
InMnPdOx_post,59.28,2.107
InMnPdOx_post,59.29,2.081
InMnPdOx_post,59.3,2.221
InMnPdOx_post,59.31,2.298
InMnPdOx_post,59.32,2.318
InMnPdOx_post,59.33,2.219
InMnPdOx_post,59.34,2.163
InMnPdOx_post,59.35,2.089
InMnPdOx_post,59.36,2.055
InMnPdOx_post,59.37,2.053
InMnPdOx_post,59.38,2.12
InMnPdOx_post,59.39,2.266
InMnPdOx_post,59.4,2.312
InMnPdOx_post,59.41,2.219
InMnPdOx_post,59.42,2.058
InMnPdOx_post,59.43,1.919
InMnPdOx_post,59.44,1.871
InMnPdOx_post,59.45,2.031
InMnPdOx_post,59.46,2.206
InMnPdOx_post,59.47,2.324
InMnPdOx_post,59.48,2.307
InMnPdOx_post,59.49,2.303
InMnPdOx_post,59.5,2.247
InMnPdOx_post,59.51,2.197
InMnPdOx_post,59.52,2.214
InMnPdOx_post,59.53,2.279
InMnPdOx_post,59.54,2.357
InMnPdOx_post,59.55,2.37
InMnPdOx_post,59.56,2.3
InMnPdOx_post,59.57,2.15
InMnPdOx_post,59.58,2.139
InMnPdOx_post,59.59,2.226
InMnPdOx_post,59.6,2.269
InMnPdOx_post,59.61,2.316
InMnPdOx_post,59.62,2.283
InMnPdOx_post,59.63,2.241
InMnPdOx_post,59.64,2.126
InMnPdOx_post,59.65,2.138
InMnPdOx_post,59.66,2.173
InMnPdOx_post,59.67,2.202
InMnPdOx_post,59.68,2.215
InMnPdOx_post,59.69,2.235
InMnPdOx_post,59.7,2.272
InMnPdOx_post,59.71,2.286
InMnPdOx_post,59.72,2.258
InMnPdOx_post,59.73,2.186
InMnPdOx_post,59.74,2.149
InMnPdOx_post,59.75,2.186
InMnPdOx_post,59.76,2.229
InMnPdOx_post,59.77,2.345
InMnPdOx_post,59.78,2.369
InMnPdOx_post,59.79,2.312
InMnPdOx_post,59.8,2.281
InMnPdOx_post,59.81,2.317
InMnPdOx_post,59.82,2.452
InMnPdOx_post,59.83,2.488
InMnPdOx_post,59.84,2.424
InMnPdOx_post,59.85,2.325
InMnPdOx_post,59.86,2.354
InMnPdOx_post,59.87,2.346
InMnPdOx_post,59.88,2.418
InMnPdOx_post,59.89,2.426
InMnPdOx_post,59.9,2.449
InMnPdOx_post,59.91,2.41
InMnPdOx_post,59.92,2.361
InMnPdOx_post,59.93,2.397
InMnPdOx_post,59.94,2.437
InMnPdOx_post,59.95,2.495
InMnPdOx_post,59.96,2.656
InMnPdOx_post,59.97,2.707
InMnPdOx_post,59.98,2.625
InMnPdOx_post,59.99,2.541
InMnPdOx_post,60.0,2.494
InMnPdOx_post,60.01,2.512
InMnPdOx_post,60.02,2.468
InMnPdOx_post,60.03,2.563
InMnPdOx_post,60.04,2.527
InMnPdOx_post,60.05,2.58
InMnPdOx_post,60.06,2.523
InMnPdOx_post,60.07,2.554
InMnPdOx_post,60.08,2.568
InMnPdOx_post,60.09,2.624
InMnPdOx_post,60.1,2.606
InMnPdOx_post,60.11,2.522
InMnPdOx_post,60.12,2.509
InMnPdOx_post,60.13,2.52
InMnPdOx_post,60.14,2.53
InMnPdOx_post,60.15,2.453
InMnPdOx_post,60.16,2.422
InMnPdOx_post,60.17,2.509
InMnPdOx_post,60.18,2.637
InMnPdOx_post,60.19,2.634
InMnPdOx_post,60.2,2.593
InMnPdOx_post,60.21,2.524
InMnPdOx_post,60.22,2.592
InMnPdOx_post,60.23,2.675
InMnPdOx_post,60.24,2.73
InMnPdOx_post,60.25,2.631
InMnPdOx_post,60.26,2.511
InMnPdOx_post,60.27,2.569
InMnPdOx_post,60.28,2.682
InMnPdOx_post,60.29,2.665
InMnPdOx_post,60.3,2.587
InMnPdOx_post,60.31,2.503
InMnPdOx_post,60.32,2.472
InMnPdOx_post,60.33,2.464
InMnPdOx_post,60.34,2.642
InMnPdOx_post,60.35,2.804
InMnPdOx_post,60.36,2.867
InMnPdOx_post,60.37,2.756
InMnPdOx_post,60.38,2.678
InMnPdOx_post,60.39,2.637
InMnPdOx_post,60.4,2.629
InMnPdOx_post,60.41,2.638
InMnPdOx_post,60.42,2.571
InMnPdOx_post,60.43,2.565
InMnPdOx_post,60.44,2.56
InMnPdOx_post,60.45,2.596
InMnPdOx_post,60.46,2.604
InMnPdOx_post,60.47,2.662
InMnPdOx_post,60.48,2.724
InMnPdOx_post,60.49,2.723
InMnPdOx_post,60.5,2.737
InMnPdOx_post,60.51,2.742
InMnPdOx_post,60.52,2.744
InMnPdOx_post,60.53,2.685
InMnPdOx_post,60.54,2.65
InMnPdOx_post,60.55,2.681
InMnPdOx_post,60.56,2.748
InMnPdOx_post,60.57,2.767
InMnPdOx_post,60.58,2.658
InMnPdOx_post,60.59,2.575
InMnPdOx_post,60.6,2.609
InMnPdOx_post,60.61,2.775
InMnPdOx_post,60.62,2.724
InMnPdOx_post,60.63,2.662
InMnPdOx_post,60.64,2.648
InMnPdOx_post,60.65,2.661
InMnPdOx_post,60.66,2.621
InMnPdOx_post,60.67,2.64
InMnPdOx_post,60.68,2.769
InMnPdOx_post,60.69,2.766
InMnPdOx_post,60.7,2.642
InMnPdOx_post,60.71,2.548
InMnPdOx_post,60.72,2.611
InMnPdOx_post,60.73,2.618
InMnPdOx_post,60.74,2.602
InMnPdOx_post,60.75,2.586
InMnPdOx_post,60.76,2.609
InMnPdOx_post,60.77,2.668
InMnPdOx_post,60.78,2.624
InMnPdOx_post,60.79,2.585
InMnPdOx_post,60.8,2.605
InMnPdOx_post,60.81,2.632
InMnPdOx_post,60.82,2.614
InMnPdOx_post,60.83,2.613
InMnPdOx_post,60.84,2.583
InMnPdOx_post,60.85,2.573
InMnPdOx_post,60.86,2.6
InMnPdOx_post,60.87,2.651
InMnPdOx_post,60.88,2.625
InMnPdOx_post,60.89,2.561
InMnPdOx_post,60.9,2.677
InMnPdOx_post,60.91,2.768
InMnPdOx_post,60.92,2.707
InMnPdOx_post,60.93,2.598
InMnPdOx_post,60.94,2.556
InMnPdOx_post,60.95,2.575
InMnPdOx_post,60.96,2.584
InMnPdOx_post,60.97,2.67
InMnPdOx_post,60.98,2.653
InMnPdOx_post,60.99,2.558
InMnPdOx_post,61.0,2.626
InMnPdOx_post,61.01,2.677
InMnPdOx_post,61.02,2.717
InMnPdOx_post,61.03,2.604
InMnPdOx_post,61.04,2.629
InMnPdOx_post,61.05,2.546
InMnPdOx_post,61.06,2.604
InMnPdOx_post,61.07,2.693
InMnPdOx_post,61.08,2.768
InMnPdOx_post,61.09,2.696
InMnPdOx_post,61.1,2.594
InMnPdOx_post,61.11,2.674
InMnPdOx_post,61.12,2.779
InMnPdOx_post,61.13,2.812
InMnPdOx_post,61.14,2.732
InMnPdOx_post,61.15,2.719
InMnPdOx_post,61.16,2.711
InMnPdOx_post,61.17,2.66
InMnPdOx_post,61.18,2.549
InMnPdOx_post,61.19,2.505
InMnPdOx_post,61.2,2.545
InMnPdOx_post,61.21,2.529
InMnPdOx_post,61.22,2.569
InMnPdOx_post,61.23,2.575
InMnPdOx_post,61.24,2.645
InMnPdOx_post,61.25,2.638
InMnPdOx_post,61.26,2.641
InMnPdOx_post,61.27,2.511
InMnPdOx_post,61.28,2.548
InMnPdOx_post,61.29,2.448
InMnPdOx_post,61.3,2.451
InMnPdOx_post,61.31,2.402
InMnPdOx_post,61.32,2.466
InMnPdOx_post,61.33,2.526
InMnPdOx_post,61.34,2.543
InMnPdOx_post,61.35,2.653
InMnPdOx_post,61.36,2.704
InMnPdOx_post,61.37,2.756
InMnPdOx_post,61.38,2.691
InMnPdOx_post,61.39,2.614
InMnPdOx_post,61.4,2.53
InMnPdOx_post,61.41,2.561
InMnPdOx_post,61.42,2.625
InMnPdOx_post,61.43,2.639
InMnPdOx_post,61.44,2.594
InMnPdOx_post,61.45,2.531
InMnPdOx_post,61.46,2.58
InMnPdOx_post,61.47,2.611
InMnPdOx_post,61.48,2.632
InMnPdOx_post,61.49,2.54
InMnPdOx_post,61.5,2.523
InMnPdOx_post,61.51,2.514
InMnPdOx_post,61.52,2.618
InMnPdOx_post,61.53,2.524
InMnPdOx_post,61.54,2.447
InMnPdOx_post,61.55,2.34
InMnPdOx_post,61.56,2.381
InMnPdOx_post,61.57,2.445
InMnPdOx_post,61.58,2.569
InMnPdOx_post,61.59,2.668
InMnPdOx_post,61.6,2.759
InMnPdOx_post,61.61,2.787
InMnPdOx_post,61.62,2.699
InMnPdOx_post,61.63,2.706
InMnPdOx_post,61.64,2.629
InMnPdOx_post,61.65,2.567
InMnPdOx_post,61.66,2.444
InMnPdOx_post,61.67,2.467
InMnPdOx_post,61.68,2.448
InMnPdOx_post,61.69,2.519
InMnPdOx_post,61.7,2.553
InMnPdOx_post,61.71,2.611
InMnPdOx_post,61.72,2.479
InMnPdOx_post,61.73,2.426
InMnPdOx_post,61.74,2.479
InMnPdOx_post,61.75,2.53
InMnPdOx_post,61.76,2.594
InMnPdOx_post,61.77,2.581
InMnPdOx_post,61.78,2.613
InMnPdOx_post,61.79,2.526
InMnPdOx_post,61.8,2.555
InMnPdOx_post,61.81,2.564
InMnPdOx_post,61.82,2.642
InMnPdOx_post,61.83,2.627
InMnPdOx_post,61.84,2.603
InMnPdOx_post,61.85,2.56
InMnPdOx_post,61.86,2.611
InMnPdOx_post,61.87,2.571
InMnPdOx_post,61.88,2.541
InMnPdOx_post,61.89,2.422
InMnPdOx_post,61.9,2.464
InMnPdOx_post,61.91,2.511
InMnPdOx_post,61.92,2.577
InMnPdOx_post,61.93,2.564
InMnPdOx_post,61.94,2.599
InMnPdOx_post,61.95,2.566
InMnPdOx_post,61.96,2.523
InMnPdOx_post,61.97,2.332
InMnPdOx_post,61.98,2.25
InMnPdOx_post,61.99,2.324
InMnPdOx_post,62.0,2.405
InMnPdOx_post,62.01,2.512
InMnPdOx_post,62.02,2.425
InMnPdOx_post,62.03,2.421
InMnPdOx_post,62.04,2.323
InMnPdOx_post,62.05,2.383
InMnPdOx_post,62.06,2.434
InMnPdOx_post,62.07,2.44
InMnPdOx_post,62.08,2.397
InMnPdOx_post,62.09,2.314
InMnPdOx_post,62.1,2.273
InMnPdOx_post,62.11,2.346
InMnPdOx_post,62.12,2.474
InMnPdOx_post,62.13,2.584
InMnPdOx_post,62.14,2.507
InMnPdOx_post,62.15,2.37
InMnPdOx_post,62.16,2.26
InMnPdOx_post,62.17,2.277
InMnPdOx_post,62.18,2.386
InMnPdOx_post,62.19,2.485
InMnPdOx_post,62.2,2.543
InMnPdOx_post,62.21,2.564
InMnPdOx_post,62.22,2.57
InMnPdOx_post,62.23,2.535
InMnPdOx_post,62.24,2.509
InMnPdOx_post,62.25,2.39
InMnPdOx_post,62.26,2.388
InMnPdOx_post,62.27,2.37
InMnPdOx_post,62.28,2.308
InMnPdOx_post,62.29,2.226
InMnPdOx_post,62.3,2.19
InMnPdOx_post,62.31,2.295
InMnPdOx_post,62.32,2.4
InMnPdOx_post,62.33,2.43
InMnPdOx_post,62.34,2.336
InMnPdOx_post,62.35,2.269
InMnPdOx_post,62.36,2.338
InMnPdOx_post,62.37,2.365
InMnPdOx_post,62.38,2.38
InMnPdOx_post,62.39,2.284
InMnPdOx_post,62.4,2.237
InMnPdOx_post,62.41,2.271
InMnPdOx_post,62.42,2.192
InMnPdOx_post,62.43,2.19
InMnPdOx_post,62.44,2.266
InMnPdOx_post,62.45,2.491
InMnPdOx_post,62.46,2.48
InMnPdOx_post,62.47,2.493
InMnPdOx_post,62.48,2.48
InMnPdOx_post,62.49,2.476
InMnPdOx_post,62.5,2.404
InMnPdOx_post,62.51,2.337
InMnPdOx_post,62.52,2.374
InMnPdOx_post,62.53,2.345
InMnPdOx_post,62.54,2.406
InMnPdOx_post,62.55,2.395
InMnPdOx_post,62.56,2.458
InMnPdOx_post,62.57,2.407
InMnPdOx_post,62.58,2.386
InMnPdOx_post,62.59,2.307
InMnPdOx_post,62.6,2.277
InMnPdOx_post,62.61,2.306
InMnPdOx_post,62.62,2.397
InMnPdOx_post,62.63,2.332
InMnPdOx_post,62.64,2.205
InMnPdOx_post,62.65,2.142
InMnPdOx_post,62.66,2.241
InMnPdOx_post,62.67,2.39
InMnPdOx_post,62.68,2.327
InMnPdOx_post,62.69,2.318
InMnPdOx_post,62.7,2.256
InMnPdOx_post,62.71,2.326
InMnPdOx_post,62.72,2.28
InMnPdOx_post,62.73,2.258
InMnPdOx_post,62.74,2.186
InMnPdOx_post,62.75,2.169
InMnPdOx_post,62.76,2.272
InMnPdOx_post,62.77,2.366
InMnPdOx_post,62.78,2.318
InMnPdOx_post,62.79,2.237
InMnPdOx_post,62.8,2.211
InMnPdOx_post,62.81,2.247
InMnPdOx_post,62.82,2.279
InMnPdOx_post,62.83,2.318
InMnPdOx_post,62.84,2.312
InMnPdOx_post,62.85,2.287
InMnPdOx_post,62.86,2.24
InMnPdOx_post,62.87,2.183
InMnPdOx_post,62.88,2.1
InMnPdOx_post,62.89,2.115
InMnPdOx_post,62.9,2.134
InMnPdOx_post,62.91,2.143
InMnPdOx_post,62.92,2.157
InMnPdOx_post,62.93,2.302
InMnPdOx_post,62.94,2.383
InMnPdOx_post,62.95,2.374
InMnPdOx_post,62.96,2.33
InMnPdOx_post,62.97,2.332
InMnPdOx_post,62.98,2.294
InMnPdOx_post,62.99,2.195
InMnPdOx_post,63.0,2.103
InMnPdOx_post,63.01,2.146
InMnPdOx_post,63.02,2.162
InMnPdOx_post,63.03,2.207
InMnPdOx_post,63.04,2.198
InMnPdOx_post,63.05,2.218
InMnPdOx_post,63.06,2.193
InMnPdOx_post,63.07,2.21
InMnPdOx_post,63.08,2.286
InMnPdOx_post,63.09,2.24
InMnPdOx_post,63.1,2.23
InMnPdOx_post,63.11,2.182
InMnPdOx_post,63.12,2.157
InMnPdOx_post,63.13,2.158
InMnPdOx_post,63.14,2.143
InMnPdOx_post,63.15,2.109
InMnPdOx_post,63.16,2.024
InMnPdOx_post,63.17,2.037
InMnPdOx_post,63.18,1.989
InMnPdOx_post,63.19,1.984
InMnPdOx_post,63.2,2.136
InMnPdOx_post,63.21,2.179
InMnPdOx_post,63.22,2.162
InMnPdOx_post,63.23,2.021
InMnPdOx_post,63.24,2.024
InMnPdOx_post,63.25,2.066
InMnPdOx_post,63.26,2.13
InMnPdOx_post,63.27,2.126
InMnPdOx_post,63.28,2.142
InMnPdOx_post,63.29,2.163
InMnPdOx_post,63.3,2.193
InMnPdOx_post,63.31,2.163
InMnPdOx_post,63.32,2.216
InMnPdOx_post,63.33,2.154
InMnPdOx_post,63.34,2.149
InMnPdOx_post,63.35,2.114
InMnPdOx_post,63.36,2.12
InMnPdOx_post,63.37,2.107
InMnPdOx_post,63.38,2.044
InMnPdOx_post,63.39,1.969
InMnPdOx_post,63.4,1.938
InMnPdOx_post,63.41,2.004
InMnPdOx_post,63.42,2.069
InMnPdOx_post,63.43,2.086
InMnPdOx_post,63.44,2.109
InMnPdOx_post,63.45,2.041
InMnPdOx_post,63.46,2.06
InMnPdOx_post,63.47,2.188
InMnPdOx_post,63.48,2.225
InMnPdOx_post,63.49,2.101
InMnPdOx_post,63.5,1.978
InMnPdOx_post,63.51,2.116
InMnPdOx_post,63.52,2.152
InMnPdOx_post,63.53,2.164
InMnPdOx_post,63.54,2.099
InMnPdOx_post,63.55,2.102
InMnPdOx_post,63.56,2.081
InMnPdOx_post,63.57,1.98
InMnPdOx_post,63.58,1.957
InMnPdOx_post,63.59,1.999
InMnPdOx_post,63.6,2.067
InMnPdOx_post,63.61,1.989
InMnPdOx_post,63.62,2.021
InMnPdOx_post,63.63,2.094
InMnPdOx_post,63.64,2.105
InMnPdOx_post,63.65,2.065
InMnPdOx_post,63.66,2.093
InMnPdOx_post,63.67,2.103
InMnPdOx_post,63.68,2.019
InMnPdOx_post,63.69,1.972
InMnPdOx_post,63.7,1.959
InMnPdOx_post,63.71,1.964
InMnPdOx_post,63.72,1.998
InMnPdOx_post,63.73,2.03
InMnPdOx_post,63.74,2.031
InMnPdOx_post,63.75,2.008
InMnPdOx_post,63.76,1.995
InMnPdOx_post,63.77,1.978
InMnPdOx_post,63.78,2.05
InMnPdOx_post,63.79,2.037
InMnPdOx_post,63.8,2.021
InMnPdOx_post,63.81,2.058
InMnPdOx_post,63.82,2.03
InMnPdOx_post,63.83,1.934
InMnPdOx_post,63.84,1.939
InMnPdOx_post,63.85,2.058
InMnPdOx_post,63.86,2.087
InMnPdOx_post,63.87,1.987
InMnPdOx_post,63.88,1.986
InMnPdOx_post,63.89,2.019
InMnPdOx_post,63.9,2.095
InMnPdOx_post,63.91,2.026
InMnPdOx_post,63.92,1.906
InMnPdOx_post,63.93,1.864
InMnPdOx_post,63.94,1.933
InMnPdOx_post,63.95,2.077
InMnPdOx_post,63.96,2.162
InMnPdOx_post,63.97,2.098
InMnPdOx_post,63.98,2.093
InMnPdOx_post,63.99,2.107
InMnPdOx_post,64.0,2.187
InMnPdOx_post,64.01,2.117
InMnPdOx_post,64.02,2.06
InMnPdOx_post,64.03,1.98
InMnPdOx_post,64.04,2.048
InMnPdOx_post,64.05,2.199
InMnPdOx_post,64.06,2.325
InMnPdOx_post,64.07,2.037
NiPdTaOx_pre,16.23,6.854
NiPdTaOx_pre,16.24,7.023
NiPdTaOx_pre,16.25,7.184
NiPdTaOx_pre,16.26,6.834
NiPdTaOx_pre,16.27,6.68
NiPdTaOx_pre,16.28,6.575
NiPdTaOx_pre,16.29,6.54
NiPdTaOx_pre,16.3,6.212
NiPdTaOx_pre,16.31,6.102
NiPdTaOx_pre,16.32,6.162
NiPdTaOx_pre,16.33,6.278
NiPdTaOx_pre,16.34,6.063
NiPdTaOx_pre,16.35,5.906
NiPdTaOx_pre,16.36,5.739
NiPdTaOx_pre,16.37,5.584
NiPdTaOx_pre,16.38,5.661
NiPdTaOx_pre,16.39,5.648
NiPdTaOx_pre,16.4,6.035
NiPdTaOx_pre,16.41,5.754
NiPdTaOx_pre,16.42,5.655
NiPdTaOx_pre,16.43,5.407
NiPdTaOx_pre,16.44,5.636
NiPdTaOx_pre,16.45,5.836
NiPdTaOx_pre,16.46,5.937
NiPdTaOx_pre,16.47,5.844
NiPdTaOx_pre,16.48,5.725
NiPdTaOx_pre,16.49,5.634
NiPdTaOx_pre,16.5,5.556
NiPdTaOx_pre,16.51,5.464
NiPdTaOx_pre,16.52,5.472
NiPdTaOx_pre,16.53,5.561
NiPdTaOx_pre,16.54,5.61
NiPdTaOx_pre,16.55,5.647
NiPdTaOx_pre,16.56,5.511
NiPdTaOx_pre,16.57,5.369
NiPdTaOx_pre,16.58,5.46
NiPdTaOx_pre,16.59,5.603
NiPdTaOx_pre,16.6,5.66
NiPdTaOx_pre,16.61,5.629
NiPdTaOx_pre,16.62,5.474
NiPdTaOx_pre,16.63,5.378
NiPdTaOx_pre,16.64,5.439
NiPdTaOx_pre,16.65,5.637
NiPdTaOx_pre,16.66,5.795
NiPdTaOx_pre,16.67,5.451
NiPdTaOx_pre,16.68,5.238
NiPdTaOx_pre,16.69,5.257
NiPdTaOx_pre,16.7,5.493
NiPdTaOx_pre,16.71,5.423
NiPdTaOx_pre,16.72,5.267
NiPdTaOx_pre,16.73,5.348
NiPdTaOx_pre,16.74,5.541
NiPdTaOx_pre,16.75,5.626
NiPdTaOx_pre,16.76,5.435
NiPdTaOx_pre,16.77,5.455
NiPdTaOx_pre,16.78,5.398
NiPdTaOx_pre,16.79,5.294
NiPdTaOx_pre,16.8,5.292
NiPdTaOx_pre,16.81,5.394
NiPdTaOx_pre,16.82,5.555
NiPdTaOx_pre,16.83,5.665
NiPdTaOx_pre,16.84,5.722
NiPdTaOx_pre,16.85,5.752
NiPdTaOx_pre,16.86,5.514
NiPdTaOx_pre,16.87,5.491
NiPdTaOx_pre,16.88,5.452
NiPdTaOx_pre,16.89,5.382
NiPdTaOx_pre,16.9,5.245
NiPdTaOx_pre,16.91,5.39
NiPdTaOx_pre,16.92,5.568
NiPdTaOx_pre,16.93,5.595
NiPdTaOx_pre,16.94,5.41
NiPdTaOx_pre,16.95,5.358
NiPdTaOx_pre,16.96,5.257
NiPdTaOx_pre,16.97,5.221
NiPdTaOx_pre,16.98,5.22
NiPdTaOx_pre,16.99,5.292
NiPdTaOx_pre,17.0,5.45
NiPdTaOx_pre,17.01,5.488
NiPdTaOx_pre,17.02,5.326
NiPdTaOx_pre,17.03,5.205
NiPdTaOx_pre,17.04,5.219
NiPdTaOx_pre,17.05,5.443
NiPdTaOx_pre,17.06,5.443
NiPdTaOx_pre,17.07,5.443
NiPdTaOx_pre,17.08,5.372
NiPdTaOx_pre,17.09,5.269
NiPdTaOx_pre,17.1,5.286
NiPdTaOx_pre,17.11,5.198
NiPdTaOx_pre,17.12,5.345
NiPdTaOx_pre,17.13,5.291
NiPdTaOx_pre,17.14,5.234
NiPdTaOx_pre,17.15,5.195
NiPdTaOx_pre,17.16,5.378
NiPdTaOx_pre,17.17,5.467
NiPdTaOx_pre,17.18,5.401
NiPdTaOx_pre,17.19,5.362
NiPdTaOx_pre,17.2,5.259
NiPdTaOx_pre,17.21,5.191
NiPdTaOx_pre,17.22,5.169
NiPdTaOx_pre,17.23,5.308
NiPdTaOx_pre,17.24,5.343
NiPdTaOx_pre,17.25,5.323
NiPdTaOx_pre,17.26,5.227
NiPdTaOx_pre,17.27,5.201
NiPdTaOx_pre,17.28,5.252
NiPdTaOx_pre,17.29,5.237
NiPdTaOx_pre,17.3,5.227
NiPdTaOx_pre,17.31,5.196
NiPdTaOx_pre,17.32,5.28
NiPdTaOx_pre,17.33,5.362
NiPdTaOx_pre,17.34,5.414
NiPdTaOx_pre,17.35,5.422
NiPdTaOx_pre,17.36,5.374
NiPdTaOx_pre,17.37,5.374
NiPdTaOx_pre,17.38,5.373
NiPdTaOx_pre,17.39,5.437
NiPdTaOx_pre,17.4,5.363
NiPdTaOx_pre,17.41,5.269
NiPdTaOx_pre,17.42,5.299
NiPdTaOx_pre,17.43,5.276
NiPdTaOx_pre,17.44,5.21
NiPdTaOx_pre,17.45,5.095
NiPdTaOx_pre,17.46,5.04
NiPdTaOx_pre,17.47,5.078
NiPdTaOx_pre,17.48,5.145
NiPdTaOx_pre,17.49,5.191
NiPdTaOx_pre,17.5,5.224
NiPdTaOx_pre,17.51,5.18
NiPdTaOx_pre,17.52,5.162
NiPdTaOx_pre,17.53,5.167
NiPdTaOx_pre,17.54,5.239
NiPdTaOx_pre,17.55,5.294
NiPdTaOx_pre,17.56,5.441
NiPdTaOx_pre,17.57,5.47
NiPdTaOx_pre,17.58,5.39
NiPdTaOx_pre,17.59,5.238
NiPdTaOx_pre,17.6,5.249
NiPdTaOx_pre,17.61,5.37
NiPdTaOx_pre,17.62,5.383
NiPdTaOx_pre,17.63,5.197
NiPdTaOx_pre,17.64,5.095
NiPdTaOx_pre,17.65,5.24
NiPdTaOx_pre,17.66,5.36
NiPdTaOx_pre,17.67,5.242
NiPdTaOx_pre,17.68,5.072
NiPdTaOx_pre,17.69,5.088
NiPdTaOx_pre,17.7,5.145
NiPdTaOx_pre,17.71,5.19
NiPdTaOx_pre,17.72,5.276
NiPdTaOx_pre,17.73,5.377
NiPdTaOx_pre,17.74,5.328
NiPdTaOx_pre,17.75,5.084
NiPdTaOx_pre,17.76,4.967
NiPdTaOx_pre,17.77,5.11
NiPdTaOx_pre,17.78,5.213
NiPdTaOx_pre,17.79,5.193
NiPdTaOx_pre,17.8,5.105
NiPdTaOx_pre,17.81,5.126
NiPdTaOx_pre,17.82,5.297
NiPdTaOx_pre,17.83,5.265
NiPdTaOx_pre,17.84,5.203
NiPdTaOx_pre,17.85,5.197
NiPdTaOx_pre,17.86,5.316
NiPdTaOx_pre,17.87,5.335
NiPdTaOx_pre,17.88,5.286
NiPdTaOx_pre,17.89,5.177
NiPdTaOx_pre,17.9,5.191
NiPdTaOx_pre,17.91,5.209
NiPdTaOx_pre,17.92,5.242
NiPdTaOx_pre,17.93,5.136
NiPdTaOx_pre,17.94,5.086
NiPdTaOx_pre,17.95,5.095
NiPdTaOx_pre,17.96,5.157
NiPdTaOx_pre,17.97,5.179
NiPdTaOx_pre,17.98,5.229
NiPdTaOx_pre,17.99,5.148
NiPdTaOx_pre,18.0,5.145
NiPdTaOx_pre,18.01,5.006
NiPdTaOx_pre,18.02,4.921
NiPdTaOx_pre,18.03,4.88
NiPdTaOx_pre,18.04,4.98
NiPdTaOx_pre,18.05,5.173
NiPdTaOx_pre,18.06,5.29
NiPdTaOx_pre,18.07,5.436
NiPdTaOx_pre,18.08,5.355
NiPdTaOx_pre,18.09,5.353
NiPdTaOx_pre,18.1,5.35
NiPdTaOx_pre,18.11,5.334
NiPdTaOx_pre,18.12,5.125
NiPdTaOx_pre,18.13,5.03
NiPdTaOx_pre,18.14,5.0
NiPdTaOx_pre,18.15,5.01
NiPdTaOx_pre,18.16,5.005
NiPdTaOx_pre,18.17,5.016
NiPdTaOx_pre,18.18,5.227
NiPdTaOx_pre,18.19,5.234
NiPdTaOx_pre,18.2,5.369
NiPdTaOx_pre,18.21,5.315
NiPdTaOx_pre,18.22,5.261
NiPdTaOx_pre,18.23,5.169
NiPdTaOx_pre,18.24,5.274
NiPdTaOx_pre,18.25,5.251
NiPdTaOx_pre,18.26,5.28
NiPdTaOx_pre,18.27,5.212
NiPdTaOx_pre,18.28,5.235
NiPdTaOx_pre,18.29,5.223
NiPdTaOx_pre,18.3,5.206
NiPdTaOx_pre,18.31,5.107
NiPdTaOx_pre,18.32,5.144
NiPdTaOx_pre,18.33,5.173
NiPdTaOx_pre,18.34,5.21
NiPdTaOx_pre,18.35,5.138
NiPdTaOx_pre,18.36,5.147
NiPdTaOx_pre,18.37,5.078
NiPdTaOx_pre,18.38,5.143
NiPdTaOx_pre,18.39,5.085
NiPdTaOx_pre,18.4,5.111
NiPdTaOx_pre,18.41,5.161
NiPdTaOx_pre,18.42,5.358
NiPdTaOx_pre,18.43,5.24
NiPdTaOx_pre,18.44,5.174
NiPdTaOx_pre,18.45,5.176
NiPdTaOx_pre,18.46,5.197
NiPdTaOx_pre,18.47,5.083
NiPdTaOx_pre,18.48,5.018
NiPdTaOx_pre,18.49,5.089
NiPdTaOx_pre,18.5,5.198
NiPdTaOx_pre,18.51,5.143
NiPdTaOx_pre,18.52,5.03
NiPdTaOx_pre,18.53,5.049
NiPdTaOx_pre,18.54,5.14
NiPdTaOx_pre,18.55,5.145
NiPdTaOx_pre,18.56,5.19
NiPdTaOx_pre,18.57,5.2
NiPdTaOx_pre,18.58,5.189
NiPdTaOx_pre,18.59,5.048
NiPdTaOx_pre,18.6,4.955
NiPdTaOx_pre,18.61,4.897
NiPdTaOx_pre,18.62,5.02
NiPdTaOx_pre,18.63,5.154
NiPdTaOx_pre,18.64,5.157
NiPdTaOx_pre,18.65,5.113
NiPdTaOx_pre,18.66,4.912
NiPdTaOx_pre,18.67,4.868
NiPdTaOx_pre,18.68,5.023
NiPdTaOx_pre,18.69,5.146
NiPdTaOx_pre,18.7,5.028
