sample,two_theta,intensity
PdOx_post,63.2,1.542
PdOx_post,63.21,1.603
PdOx_post,63.22,1.626
PdOx_post,63.23,1.743
PdOx_post,63.24,1.682
PdOx_post,63.25,1.673
PdOx_post,63.26,1.599
PdOx_post,63.27,1.644
PdOx_post,63.28,1.654
PdOx_post,63.29,1.672
PdOx_post,63.3,1.608
PdOx_post,63.31,1.57
PdOx_post,63.32,1.653
PdOx_post,63.33,1.718
PdOx_post,63.34,1.671
PdOx_post,63.35,1.694
PdOx_post,63.36,1.771
PdOx_post,63.37,1.816
PdOx_post,63.38,1.684
PdOx_post,63.39,1.625
PdOx_post,63.4,1.636
PdOx_post,63.41,1.615
PdOx_post,63.42,1.626
PdOx_post,63.43,1.663
PdOx_post,63.44,1.655
PdOx_post,63.45,1.642
PdOx_post,63.46,1.692
PdOx_post,63.47,1.717
PdOx_post,63.48,1.578
PdOx_post,63.49,1.582
PdOx_post,63.5,1.629
PdOx_post,63.51,1.743
PdOx_post,63.52,1.692
PdOx_post,63.53,1.65
PdOx_post,63.54,1.621
PdOx_post,63.55,1.657
PdOx_post,63.56,1.669
PdOx_post,63.57,1.626
PdOx_post,63.58,1.565
PdOx_post,63.59,1.604
PdOx_post,63.6,1.585
PdOx_post,63.61,1.587
PdOx_post,63.62,1.563
PdOx_post,63.63,1.65
PdOx_post,63.64,1.659
PdOx_post,63.65,1.594
PdOx_post,63.66,1.571
PdOx_post,63.67,1.732
PdOx_post,63.68,1.832
PdOx_post,63.69,1.762
PdOx_post,63.7,1.613
PdOx_post,63.71,1.664
PdOx_post,63.72,1.69
PdOx_post,63.73,1.615
PdOx_post,63.74,1.59
PdOx_post,63.75,1.584
PdOx_post,63.76,1.695
PdOx_post,63.77,1.707
PdOx_post,63.78,1.715
PdOx_post,63.79,1.609
PdOx_post,63.8,1.547
PdOx_post,63.81,1.523
PdOx_post,63.82,1.56
PdOx_post,63.83,1.508
PdOx_post,63.84,1.449
PdOx_post,63.85,1.406
PdOx_post,63.86,1.516
PdOx_post,63.87,1.593
PdOx_post,63.88,1.63
PdOx_post,63.89,1.617
PdOx_post,63.9,1.659
PdOx_post,63.91,1.857
PdOx_post,63.92,1.966
PdOx_post,63.93,1.878
PdOx_post,63.94,1.796
PdOx_post,63.95,1.937
PdOx_post,63.96,2.086
PdOx_post,63.97,1.802
PdOx_post,63.98,1.585
PtSi,16.23,7.691
PtSi,16.24,7.374
PtSi,16.25,7.149
PtSi,16.26,6.498
PtSi,16.27,6.392
PtSi,16.28,6.446
PtSi,16.29,6.376
PtSi,16.3,6.12
PtSi,16.31,5.892
PtSi,16.32,5.905
PtSi,16.33,5.954
PtSi,16.34,5.897
PtSi,16.35,6.086
PtSi,16.36,6.052
PtSi,16.37,5.971
PtSi,16.38,5.744
PtSi,16.39,5.975
PtSi,16.4,5.9
PtSi,16.41,5.844
PtSi,16.42,5.759
PtSi,16.43,5.86
PtSi,16.44,5.873
PtSi,16.45,5.941
PtSi,16.46,5.875
PtSi,16.47,5.681
PtSi,16.48,5.601
PtSi,16.49,5.732
PtSi,16.5,5.656
PtSi,16.51,5.456
PtSi,16.52,5.461
PtSi,16.53,5.629
PtSi,16.54,5.621
PtSi,16.55,5.599
PtSi,16.56,5.608
PtSi,16.57,5.667
PtSi,16.58,5.679
PtSi,16.59,5.693
PtSi,16.6,5.612
PtSi,16.61,5.37
PtSi,16.62,5.235
PtSi,16.63,5.158
PtSi,16.64,5.351
PtSi,16.65,5.7
PtSi,16.66,5.807
PtSi,16.67,5.673
PtSi,16.68,5.417
PtSi,16.69,5.37
PtSi,16.7,5.429
PtSi,16.71,5.381
PtSi,16.72,5.334
PtSi,16.73,5.287
PtSi,16.74,5.338
PtSi,16.75,5.288
PtSi,16.76,5.376
PtSi,16.77,5.491
PtSi,16.78,5.657
PtSi,16.79,5.683
PtSi,16.8,5.781
PtSi,16.81,5.561
PtSi,16.82,5.509
PtSi,16.83,5.41
PtSi,16.84,5.408
PtSi,16.85,5.27
PtSi,16.86,5.347
PtSi,16.87,5.42
PtSi,16.88,5.35
PtSi,16.89,5.377
PtSi,16.9,5.403
PtSi,16.91,5.349
PtSi,16.92,5.284
PtSi,16.93,5.278
PtSi,16.94,5.242
PtSi,16.95,5.233
PtSi,16.96,5.296
PtSi,16.97,5.523
PtSi,16.98,5.703
PtSi,16.99,5.703
PtSi,17.0,5.538
PtSi,17.01,5.333
PtSi,17.02,5.352
PtSi,17.03,5.343
PtSi,17.04,5.231
PtSi,17.05,5.267
PtSi,17.06,5.462
PtSi,17.07,5.445
PtSi,17.08,5.272
PtSi,17.09,5.281
PtSi,17.1,5.452
PtSi,17.11,5.602
PtSi,17.12,5.567
PtSi,17.13,5.453
PtSi,17.14,5.505
PtSi,17.15,5.505
PtSi,17.16,5.442
PtSi,17.17,5.392
PtSi,17.18,5.363
PtSi,17.19,5.258
PtSi,17.2,5.134
PtSi,17.21,5.168
PtSi,17.22,5.271
PtSi,17.23,5.343
PtSi,17.24,5.377
PtSi,17.25,5.383
PtSi,17.26,5.402
PtSi,17.27,5.375
PtSi,17.28,5.413
PtSi,17.29,5.422
PtSi,17.3,5.362
PtSi,17.31,5.381
PtSi,17.32,5.31
PtSi,17.33,5.251
PtSi,17.34,5.317
PtSi,17.35,5.478
PtSi,17.36,5.414
PtSi,17.37,5.175
PtSi,17.38,5.06
PtSi,17.39,5.177
PtSi,17.4,5.314
PtSi,17.41,5.232
PtSi,17.42,5.271
PtSi,17.43,5.347
PtSi,17.44,5.269
PtSi,17.45,5.214
PtSi,17.46,5.302
PtSi,17.47,5.336
PtSi,17.48,5.145
PtSi,17.49,5.146
PtSi,17.5,5.265
PtSi,17.51,5.419
PtSi,17.52,5.439
PtSi,17.53,5.355
PtSi,17.54,5.307
PtSi,17.55,5.226
PtSi,17.56,5.219
PtSi,17.57,5.153
PtSi,17.58,5.161
PtSi,17.59,5.084
PtSi,17.6,5.194
PtSi,17.61,5.194
PtSi,17.62,5.223
PtSi,17.63,5.305
PtSi,17.64,5.333
PtSi,17.65,5.223
PtSi,17.66,5.195
PtSi,17.67,5.092
PtSi,17.68,5.131
PtSi,17.69,5.132
PtSi,17.7,5.192
PtSi,17.71,5.165
PtSi,17.72,5.252
PtSi,17.73,5.184
PtSi,17.74,5.118
PtSi,17.75,5.197
PtSi,17.76,5.307
PtSi,17.77,5.297
PtSi,17.78,5.247
PtSi,17.79,5.188
PtSi,17.8,5.27
PtSi,17.81,5.241
PtSi,17.82,5.176
PtSi,17.83,4.983
PtSi,17.84,5.059
PtSi,17.85,5.156
PtSi,17.86,5.266
PtSi,17.87,5.228
PtSi,17.88,5.235
PtSi,17.89,5.274
PtSi,17.9,5.226
PtSi,17.91,5.119
PtSi,17.92,5.234
PtSi,17.93,5.256
PtSi,17.94,5.118
PtSi,17.95,5.026
PtSi,17.96,5.116
PtSi,17.97,5.168
PtSi,17.98,5.075
PtSi,17.99,5.033
PtSi,18.0,4.969
PtSi,18.01,4.996
PtSi,18.02,4.997
PtSi,18.03,5.029
PtSi,18.04,5.15
PtSi,18.05,5.338
PtSi,18.06,5.332
PtSi,18.07,5.166
PtSi,18.08,5.226
PtSi,18.09,5.339
PtSi,18.1,5.305
PtSi,18.11,5.242
PtSi,18.12,5.102
PtSi,18.13,5.044
PtSi,18.14,5.142
PtSi,18.15,5.226
PtSi,18.16,5.127
PtSi,18.17,5.069
PtSi,18.18,5.257
PtSi,18.19,5.323
PtSi,18.2,5.27
PtSi,18.21,5.204
PtSi,18.22,5.188
PtSi,18.23,5.257
PtSi,18.24,5.245
PtSi,18.25,5.219
PtSi,18.26,5.202
PtSi,18.27,5.275
PtSi,18.28,5.243
PtSi,18.29,5.24
PtSi,18.3,5.188
PtSi,18.31,5.286
PtSi,18.32,5.288
PtSi,18.33,5.201
PtSi,18.34,5.021
PtSi,18.35,5.026
PtSi,18.36,5.08
PtSi,18.37,5.216
PtSi,18.38,5.298
PtSi,18.39,5.341
PtSi,18.4,5.206
PtSi,18.41,5.177
PtSi,18.42,5.193
PtSi,18.43,5.156
PtSi,18.44,5.226
PtSi,18.45,5.348
PtSi,18.46,5.416
PtSi,18.47,5.24
PtSi,18.48,5.125
PtSi,18.49,5.209
PtSi,18.5,5.349
PtSi,18.51,5.34
PtSi,18.52,5.244
PtSi,18.53,5.035
PtSi,18.54,4.84
PtSi,18.55,4.818
PtSi,18.56,5.003
PtSi,18.57,5.154
PtSi,18.58,5.144
PtSi,18.59,5.089
PtSi,18.6,5.082
PtSi,18.61,5.139
PtSi,18.62,5.09
PtSi,18.63,5.154
PtSi,18.64,5.22
PtSi,18.65,5.235
PtSi,18.66,5.172
PtSi,18.67,5.253
PtSi,18.68,5.237
PtSi,18.69,5.132
PtSi,18.7,5.135
PtSi,18.71,5.242
PtSi,18.72,5.317
PtSi,18.73,5.416
PtSi,18.74,5.382
PtSi,18.75,5.285
PtSi,18.76,5.019
PtSi,18.77,5.004
PtSi,18.78,4.915
PtSi,18.79,4.968
PtSi,18.8,5.119
PtSi,18.81,5.248
PtSi,18.82,5.187
PtSi,18.83,5.116
PtSi,18.84,5.135
PtSi,18.85,4.992
PtSi,18.86,4.959
PtSi,18.87,4.988
PtSi,18.88,5.119
PtSi,18.89,5.084
PtSi,18.9,5.001
PtSi,18.91,5.012
PtSi,18.92,5.091
PtSi,18.93,5.285
PtSi,18.94,5.332
PtSi,18.95,5.274
PtSi,18.96,5.137
PtSi,18.97,5.27
PtSi,18.98,5.304
PtSi,18.99,5.297
PtSi,19.0,5.207
PtSi,19.01,5.245
PtSi,19.02,5.319
PtSi,19.03,5.196
PtSi,19.04,5.105
PtSi,19.05,5.094
PtSi,19.06,5.202
PtSi,19.07,5.109
PtSi,19.08,4.94
PtSi,19.09,4.988
PtSi,19.1,5.103
PtSi,19.11,5.085
PtSi,19.12,5.085
PtSi,19.13,5.097
PtSi,19.14,5.044
PtSi,19.15,5.108
PtSi,19.16,5.218
PtSi,19.17,5.332
PtSi,19.18,5.313
PtSi,19.19,5.269
PtSi,19.2,5.215
PtSi,19.21,5.132
PtSi,19.22,5.124
PtSi,19.23,5.057
PtSi,19.24,5.045
PtSi,19.25,5.101
PtSi,19.26,5.251
PtSi,19.27,5.333
PtSi,19.28,5.237
PtSi,19.29,5.138
PtSi,19.3,5.002
PtSi,19.31,5.094
PtSi,19.32,5.092
PtSi,19.33,5.114
PtSi,19.34,5.022
PtSi,19.35,5.05
PtSi,19.36,5.198
PtSi,19.37,5.161
PtSi,19.38,5.171
PtSi,19.39,5.038
PtSi,19.4,5.027
PtSi,19.41,4.992
PtSi,19.42,5.133
PtSi,19.43,5.297
PtSi,19.44,5.226
PtSi,19.45,5.044
PtSi,19.46,5.033
PtSi,19.47,5.045
PtSi,19.48,4.974
PtSi,19.49,4.942
PtSi,19.5,4.972
PtSi,19.51,5.05
PtSi,19.52,5.068
PtSi,19.53,5.184
PtSi,19.54,5.129
PtSi,19.55,5.038
PtSi,19.56,5.005
PtSi,19.57,5.062
PtSi,19.58,5.096
PtSi,19.59,4.997
PtSi,19.6,4.92
PtSi,19.61,4.998
PtSi,19.62,5.094
PtSi,19.63,5.062
PtSi,19.64,5.071
PtSi,19.65,5.12
PtSi,19.66,5.098
PtSi,19.67,5.131
PtSi,19.68,5.022
PtSi,19.69,4.918
PtSi,19.7,4.844
PtSi,19.71,4.825
PtSi,19.72,4.919
PtSi,19.73,4.961
PtSi,19.74,5.031
PtSi,19.75,4.915
PtSi,19.76,4.969
PtSi,19.77,5.071
PtSi,19.78,5.184
PtSi,19.79,5.145
PtSi,19.8,5.093
PtSi,19.81,5.178
PtSi,19.82,5.123
PtSi,19.83,5.227
PtSi,19.84,5.054
PtSi,19.85,5.048
PtSi,19.86,5.048
PtSi,19.87,5.241
PtSi,19.88,5.314
PtSi,19.89,5.254
PtSi,19.9,5.099
PtSi,19.91,5.094
PtSi,19.92,5.146
PtSi,19.93,5.106
PtSi,19.94,5.065
PtSi,19.95,5.003
PtSi,19.96,5.005
PtSi,19.97,4.99
PtSi,19.98,5.018
PtSi,19.99,4.958
PtSi,20.0,4.864
PtSi,20.01,4.909
PtSi,20.02,4.914
PtSi,20.03,4.96
PtSi,20.04,4.873
PtSi,20.05,4.866
PtSi,20.06,4.759
PtSi,20.07,4.78
PtSi,20.08,4.954
PtSi,20.09,5.134
PtSi,20.1,5.174
PtSi,20.11,5.123
PtSi,20.12,5.066
PtSi,20.13,4.959
PtSi,20.14,4.902
PtSi,20.15,4.986
PtSi,20.16,5.067
PtSi,20.17,4.961
PtSi,20.18,4.764
PtSi,20.19,4.75
PtSi,20.2,4.892
PtSi,20.21,5.058
PtSi,20.22,5.148
PtSi,20.23,5.136
PtSi,20.24,5.1
PtSi,20.25,5.061
PtSi,20.26,5.101
PtSi,20.27,5.164
PtSi,20.28,5.114
PtSi,20.29,5.135
PtSi,20.3,5.067
PtSi,20.31,5.153
PtSi,20.32,5.09
PtSi,20.33,4.987
PtSi,20.34,4.818
PtSi,20.35,4.729
PtSi,20.36,4.902
PtSi,20.37,5.036
PtSi,20.38,5.025
PtSi,20.39,4.929
PtSi,20.4,5.001
PtSi,20.41,4.959
PtSi,20.42,4.89
PtSi,20.43,4.878
PtSi,20.44,4.817
PtSi,20.45,4.875
PtSi,20.46,4.917
PtSi,20.47,5.024
PtSi,20.48,5.02
PtSi,20.49,5.068
PtSi,20.5,5.04
PtSi,20.51,4.942
PtSi,20.52,4.962
PtSi,20.53,5.031
PtSi,20.54,5.11
PtSi,20.55,4.986
PtSi,20.56,4.9
PtSi,20.57,4.965
PtSi,20.58,5.073
PtSi,20.59,5.176
PtSi,20.6,5.172
PtSi,20.61,5.105
PtSi,20.62,5.004
PtSi,20.63,4.932
PtSi,20.64,4.979
PtSi,20.65,4.924
PtSi,20.66,4.828
PtSi,20.67,4.836
PtSi,20.68,4.891
PtSi,20.69,4.957
PtSi,20.7,4.872
PtSi,20.71,4.853
PtSi,20.72,4.937
PtSi,20.73,5.054
PtSi,20.74,5.018
PtSi,20.75,4.957
PtSi,20.76,4.905
PtSi,20.77,4.699
PtSi,20.78,4.62
PtSi,20.79,4.788
PtSi,20.8,4.914
PtSi,20.81,4.693
PtSi,20.82,4.639
PtSi,20.83,4.912
PtSi,20.84,5.024
PtSi,20.85,5.104
PtSi,20.86,4.933
PtSi,20.87,4.927
PtSi,20.88,4.836
PtSi,20.89,4.897
PtSi,20.9,4.862
PtSi,20.91,4.941
PtSi,20.92,4.847
PtSi,20.93,4.799
PtSi,20.94,4.817
PtSi,20.95,4.9
PtSi,20.96,4.925
PtSi,20.97,4.954
PtSi,20.98,4.92
PtSi,20.99,4.935
PtSi,21.0,4.988
PtSi,21.01,5.063
PtSi,21.02,4.987
PtSi,21.03,4.924
PtSi,21.04,4.963
PtSi,21.05,4.905
PtSi,21.06,4.897
PtSi,21.07,4.943
PtSi,21.08,5.005
PtSi,21.09,4.908
PtSi,21.1,4.8
PtSi,21.11,4.817
PtSi,21.12,4.862
PtSi,21.13,4.982
PtSi,21.14,4.892
PtSi,21.15,4.813
PtSi,21.16,4.796
PtSi,21.17,4.847
PtSi,21.18,4.833
PtSi,21.19,4.62
PtSi,21.2,4.643
PtSi,21.21,4.805
PtSi,21.22,5.036
PtSi,21.23,4.96
PtSi,21.24,4.849
PtSi,21.25,4.796
PtSi,21.26,4.772
PtSi,21.27,4.789
PtSi,21.28,4.882
PtSi,21.29,4.921
PtSi,21.3,4.752
PtSi,21.31,4.552
PtSi,21.32,4.509
PtSi,21.33,4.572
PtSi,21.34,4.725
PtSi,21.35,4.909
PtSi,21.36,4.968
PtSi,21.37,4.942
PtSi,21.38,4.911
PtSi,21.39,4.826
PtSi,21.4,4.832
PtSi,21.41,4.952
PtSi,21.42,5.087
PtSi,21.43,4.995
PtSi,21.44,4.813
PtSi,21.45,4.829
PtSi,21.46,4.958
PtSi,21.47,5.145
PtSi,21.48,5.063
PtSi,21.49,4.955
PtSi,21.5,4.827
PtSi,21.51,4.764
PtSi,21.52,4.939
PtSi,21.53,5.017
PtSi,21.54,5.032
PtSi,21.55,4.834
PtSi,21.56,4.766
PtSi,21.57,4.761
PtSi,21.58,4.932
PtSi,21.59,4.912
PtSi,21.6,5.031
PtSi,21.61,4.963
PtSi,21.62,4.878
PtSi,21.63,4.736
PtSi,21.64,4.821
PtSi,21.65,4.859
PtSi,21.66,4.939
PtSi,21.67,5.015
PtSi,21.68,4.964
PtSi,21.69,4.786
PtSi,21.7,4.752
PtSi,21.71,4.857
PtSi,21.72,5.03
PtSi,21.73,5.02
PtSi,21.74,4.876
PtSi,21.75,4.821
PtSi,21.76,4.771
PtSi,21.77,4.728
PtSi,21.78,4.859
PtSi,21.79,5.067
PtSi,21.8,4.988
PtSi,21.81,4.719
PtSi,21.82,4.62
PtSi,21.83,4.779
PtSi,21.84,4.954
PtSi,21.85,5.079
PtSi,21.86,5.04
PtSi,21.87,4.963
PtSi,21.88,4.718
PtSi,21.89,4.677
PtSi,21.9,4.674
PtSi,21.91,4.904
PtSi,21.92,4.982
PtSi,21.93,4.901
PtSi,21.94,4.786
PtSi,21.95,4.79
PtSi,21.96,4.982
PtSi,21.97,4.943
PtSi,21.98,4.902
PtSi,21.99,4.788
PtSi,22.0,4.862
PtSi,22.01,4.881
PtSi,22.02,4.885
PtSi,22.03,4.87
PtSi,22.04,4.823
PtSi,22.05,4.85
PtSi,22.06,4.845
PtSi,22.07,4.844
PtSi,22.08,4.821
PtSi,22.09,4.757
PtSi,22.1,4.705
PtSi,22.11,4.803
PtSi,22.12,4.997
PtSi,22.13,5.069
PtSi,22.14,4.909
PtSi,22.15,4.761
PtSi,22.16,4.718
PtSi,22.17,4.735
PtSi,22.18,4.781
PtSi,22.19,4.751
PtSi,22.2,4.741
PtSi,22.21,4.737
PtSi,22.22,4.768
PtSi,22.23,4.744
PtSi,22.24,4.788
PtSi,22.25,4.832
PtSi,22.26,4.865
PtSi,22.27,4.747
PtSi,22.28,4.724
PtSi,22.29,4.603
PtSi,22.3,4.628
PtSi,22.31,4.68
PtSi,22.32,4.798
PtSi,22.33,4.762
PtSi,22.34,4.709
PtSi,22.35,4.797
PtSi,22.36,4.792
PtSi,22.37,4.851
PtSi,22.38,4.821
PtSi,22.39,4.853
PtSi,22.4,4.752
PtSi,22.41,4.843
PtSi,22.42,4.899
PtSi,22.43,4.979
PtSi,22.44,4.839
PtSi,22.45,4.711
PtSi,22.46,4.664
PtSi,22.47,4.776
PtSi,22.48,4.83
PtSi,22.49,4.832
PtSi,22.5,4.851
PtSi,22.51,4.862
PtSi,22.52,4.787
PtSi,22.53,4.738
PtSi,22.54,4.7
PtSi,22.55,4.693
PtSi,22.56,4.713
PtSi,22.57,4.704
PtSi,22.58,4.651
PtSi,22.59,4.631
PtSi,22.6,4.699
PtSi,22.61,4.794
PtSi,22.62,4.86
PtSi,22.63,4.895
PtSi,22.64,4.885
PtSi,22.65,4.816
PtSi,22.66,4.687
PtSi,22.67,4.553
PtSi,22.68,4.54
PtSi,22.69,4.646
PtSi,22.7,4.603
PtSi,22.71,4.644
PtSi,22.72,4.611
PtSi,22.73,4.708
PtSi,22.74,4.768
PtSi,22.75,4.898
PtSi,22.76,4.856
PtSi,22.77,4.776
PtSi,22.78,4.812
PtSi,22.79,4.938
PtSi,22.8,4.911
PtSi,22.81,4.791
PtSi,22.82,4.686
PtSi,22.83,4.698
PtSi,22.84,4.838
PtSi,22.85,4.833
PtSi,22.86,4.687
PtSi,22.87,4.507
PtSi,22.88,4.582
PtSi,22.89,4.606
PtSi,22.9,4.539
PtSi,22.91,4.44
PtSi,22.92,4.436
PtSi,22.93,4.516
PtSi,22.94,4.609
PtSi,22.95,4.668
PtSi,22.96,4.667
PtSi,22.97,4.619
PtSi,22.98,4.724
PtSi,22.99,4.683
PtSi,23.0,4.702
PtSi,23.01,4.64
PtSi,23.02,4.87
PtSi,23.03,4.992
PtSi,23.04,5.04
PtSi,23.05,4.925
PtSi,23.06,4.869
PtSi,23.07,4.757
PtSi,23.08,4.701
PtSi,23.09,4.559
PtSi,23.1,4.562
PtSi,23.11,4.614
PtSi,23.12,4.781
PtSi,23.13,4.71
PtSi,23.14,4.709
PtSi,23.15,4.645
PtSi,23.16,4.676
PtSi,23.17,4.625
PtSi,23.18,4.607
PtSi,23.19,4.643
PtSi,23.2,4.684
PtSi,23.21,4.727
PtSi,23.22,4.646
PtSi,23.23,4.662
PtSi,23.24,4.675
PtSi,23.25,4.824
PtSi,23.26,4.76
PtSi,23.27,4.625
PtSi,23.28,4.597
PtSi,23.29,4.69
PtSi,23.3,4.803
PtSi,23.31,4.79
PtSi,23.32,4.794
PtSi,23.33,4.789
PtSi,23.34,4.735
PtSi,23.35,4.635
PtSi,23.36,4.624
PtSi,23.37,4.582
PtSi,23.38,4.538
PtSi,23.39,4.522
PtSi,23.4,4.646
PtSi,23.41,4.61
PtSi,23.42,4.562
PtSi,23.43,4.487
PtSi,23.44,4.568
PtSi,23.45,4.605
PtSi,23.46,4.554
PtSi,23.47,4.546
PtSi,23.48,4.62
PtSi,23.49,4.695
PtSi,23.5,4.615
PtSi,23.51,4.647
PtSi,23.52,4.694
PtSi,23.53,4.805
PtSi,23.54,4.848
PtSi,23.55,4.839
PtSi,23.56,4.734
PtSi,23.57,4.691
PtSi,23.58,4.6
PtSi,23.59,4.529
PtSi,23.6,4.52
PtSi,23.61,4.674
PtSi,23.62,4.728
PtSi,23.63,4.661
PtSi,23.64,4.519
PtSi,23.65,4.535
PtSi,23.66,4.658
PtSi,23.67,4.701
PtSi,23.68,4.636
PtSi,23.69,4.505
PtSi,23.7,4.567
PtSi,23.71,4.69
PtSi,23.72,4.738
PtSi,23.73,4.626
PtSi,23.74,4.599
PtSi,23.75,4.596
PtSi,23.76,4.654
PtSi,23.77,4.724
PtSi,23.78,4.873
PtSi,23.79,4.917
PtSi,23.8,4.876
PtSi,23.81,4.734
PtSi,23.82,4.6
PtSi,23.83,4.538
PtSi,23.84,4.627
PtSi,23.85,4.732
PtSi,23.86,4.802
PtSi,23.87,4.706
PtSi,23.88,4.576
PtSi,23.89,4.642
PtSi,23.9,4.695
PtSi,23.91,4.773
PtSi,23.92,4.72
PtSi,23.93,4.72
PtSi,23.94,4.769
PtSi,23.95,4.817
PtSi,23.96,4.733
PtSi,23.97,4.555
PtSi,23.98,4.505
PtSi,23.99,4.487
PtSi,24.0,4.524
PtSi,24.01,4.551
PtSi,24.02,4.633
PtSi,24.03,4.691
PtSi,24.04,4.687
PtSi,24.05,4.612
PtSi,24.06,4.539
PtSi,24.07,4.606
PtSi,24.08,4.567
PtSi,24.09,4.563
PtSi,24.1,4.543
PtSi,24.11,4.616
PtSi,24.12,4.707
PtSi,24.13,4.76
PtSi,24.14,4.649
PtSi,24.15,4.544
PtSi,24.16,4.621
PtSi,24.17,4.547
PtSi,24.18,4.518
PtSi,24.19,4.485
PtSi,24.2,4.504
PtSi,24.21,4.474
PtSi,24.22,4.495
PtSi,24.23,4.609
PtSi,24.24,4.602
PtSi,24.25,4.579
PtSi,24.26,4.441
PtSi,24.27,4.322
PtSi,24.28,4.389
PtSi,24.29,4.451
PtSi,24.3,4.461
PtSi,24.31,4.451
PtSi,24.32,4.49
PtSi,24.33,4.636
PtSi,24.34,4.615
PtSi,24.35,4.532
PtSi,24.36,4.383
PtSi,24.37,4.298
PtSi,24.38,4.356
PtSi,24.39,4.368
PtSi,24.4,4.517
PtSi,24.41,4.574
PtSi,24.42,4.53
PtSi,24.43,4.449
PtSi,24.44,4.523
PtSi,24.45,4.666
PtSi,24.46,4.633
PtSi,24.47,4.637
PtSi,24.48,4.676
PtSi,24.49,4.656
PtSi,24.5,4.605
PtSi,24.51,4.578
PtSi,24.52,4.6
PtSi,24.53,4.493
PtSi,24.54,4.48
PtSi,24.55,4.372
PtSi,24.56,4.411
PtSi,24.57,4.411
PtSi,24.58,4.442
PtSi,24.59,4.381
PtSi,24.6,4.344
PtSi,24.61,4.519
PtSi,24.62,4.616
PtSi,24.63,4.638
PtSi,24.64,4.351
PtSi,24.65,4.304
PtSi,24.66,4.373
PtSi,24.67,4.515
PtSi,24.68,4.454
PtSi,24.69,4.449
PtSi,24.7,4.429
PtSi,24.71,4.431
PtSi,24.72,4.422
PtSi,24.73,4.446
PtSi,24.74,4.514
PtSi,24.75,4.549
PtSi,24.76,4.656
PtSi,24.77,4.522
PtSi,24.78,4.415
PtSi,24.79,4.321
PtSi,24.8,4.327
PtSi,24.81,4.414
PtSi,24.82,4.461
PtSi,24.83,4.426
PtSi,24.84,4.351
PtSi,24.85,4.27
PtSi,24.86,4.26
PtSi,24.87,4.358
PtSi,24.88,4.506
PtSi,24.89,4.54
PtSi,24.9,4.481
PtSi,24.91,4.316
PtSi,24.92,4.391
PtSi,24.93,4.476
PtSi,24.94,4.715
PtSi,24.95,4.567
PtSi,24.96,4.464
PtSi,24.97,4.369
PtSi,24.98,4.35
PtSi,24.99,4.238
PtSi,25.0,4.215
PtSi,25.01,4.406
PtSi,25.02,4.459
PtSi,25.03,4.432
PtSi,25.04,4.41
PtSi,25.05,4.497
PtSi,25.06,4.524
PtSi,25.07,4.443
PtSi,25.08,4.37
PtSi,25.09,4.412
PtSi,25.1,4.391
PtSi,25.11,4.331
PtSi,25.12,4.308
PtSi,25.13,4.317
PtSi,25.14,4.354
PtSi,25.15,4.416
PtSi,25.16,4.517
PtSi,25.17,4.509
PtSi,25.18,4.295
PtSi,25.19,4.143
PtSi,25.2,4.278
PtSi,25.21,4.536
PtSi,25.22,4.585
PtSi,25.23,4.376
PtSi,25.24,4.25
PtSi,25.25,4.26
PtSi,25.26,4.304
PtSi,25.27,4.315
PtSi,25.28,4.274
PtSi,25.29,4.383
PtSi,25.3,4.446
PtSi,25.31,4.498
PtSi,25.32,4.493
PtSi,25.33,4.436
PtSi,25.34,4.409
PtSi,25.35,4.407
PtSi,25.36,4.507
PtSi,25.37,4.517
PtSi,25.38,4.452
PtSi,25.39,4.352
PtSi,25.4,4.249
PtSi,25.41,4.29
PtSi,25.42,4.388
PtSi,25.43,4.524
PtSi,25.44,4.62
PtSi,25.45,4.589
PtSi,25.46,4.364
PtSi,25.47,4.154
PtSi,25.48,4.205
PtSi,25.49,4.252
PtSi,25.5,4.296
PtSi,25.51,4.205
PtSi,25.52,4.341
PtSi,25.53,4.45
PtSi,25.54,4.525
PtSi,25.55,4.427
PtSi,25.56,4.409
PtSi,25.57,4.48
PtSi,25.58,4.565
PtSi,25.59,4.39
PtSi,25.6,4.274
PtSi,25.61,4.247
PtSi,25.62,4.405
PtSi,25.63,4.494
PtSi,25.64,4.586
PtSi,25.65,4.491
PtSi,25.66,4.446
PtSi,25.67,4.431
PtSi,25.68,4.376
PtSi,25.69,4.301
PtSi,25.7,4.343
PtSi,25.71,4.475
PtSi,25.72,4.534
PtSi,25.73,4.377
PtSi,25.74,4.281
PtSi,25.75,4.223
PtSi,25.76,4.178
PtSi,25.77,4.13
PtSi,25.78,4.12
PtSi,25.79,4.304
PtSi,25.8,4.352
PtSi,25.81,4.28
PtSi,25.82,4.245
PtSi,25.83,4.3
PtSi,25.84,4.325
PtSi,25.85,4.196
PtSi,25.86,4.076
PtSi,25.87,4.021
PtSi,25.88,4.126
PtSi,25.89,4.251
PtSi,25.9,4.373
PtSi,25.91,4.358
PtSi,25.92,4.357
PtSi,25.93,4.459
PtSi,25.94,4.588
PtSi,25.95,4.627
PtSi,25.96,4.418
PtSi,25.97,4.279
PtSi,25.98,4.281
PtSi,25.99,4.426
PtSi,26.0,4.353
PtSi,26.01,4.249
PtSi,26.02,4.147
PtSi,26.03,4.207
PtSi,26.04,4.238
PtSi,26.05,4.281
PtSi,26.06,4.334
